name,max_temp,min_temp
prunus lusitanica,68.4,28.4
prunus mahaleb,80,60
prunus maritima,80,60
prunus maritima var. gravesii,69,29
prunus maritima var. maritima,80,60
prunus mexicana,63.1,23.1
prunus minutiflora,84.8,44.8
prunus munsoniana,75.1,35.1
prunus murrayana,84.8,44.8
prunus myrtifolia,80,60
prunus nigra,80,60
prunus occidentalis,80,60
prunus ×orthosepala,74.3,34.3
prunus padus,80,60
prunus ×palmeri,74.6,34.6
prunus pensylvanica,80,60
prunus pensylvanica var. pensylvanica,80,60
prunus pensylvanica var. saximontana,80,60
prunus persica,80,60
prunus persica var. persica,80,60
prunus pleuradenia,80,60
prunus pumila,80,60
prunus pumila var. besseyi,80,60
prunus pumila var. depressa,80,60
prunus pumila var. pumila,80,60
prunus rivularis,84.8,44.8
prunus serotina,80,60
prunus serotina var. eximia,84.8,44.8
prunus serotina var. rufula,84.8,44.8
prunus serotina var. serotina,80,60
prunus serotina var. virens,84.8,44.8
prunus serrulata,67.9,27.9
prunus ×slavinii,79.6,39.6
prunus spinosa,80,60
prunus subcordata,68.3,28.3
prunus subcordata var. kelloggii,68.4,28.4
prunus subcordata var. oregana,68.4,28.4
prunus subcordata var. rubicunda,79.4,39.4
prunus subcordata var. subcordata,68.3,28.3
prunus subhirtella,70.7,30.7
prunus susquehanae,80,60
prunus texana,84.8,44.8
prunus tomentosa,80,60
prunus triloba,68.8,28.8
prunus umbellata,84.8,44.8
prunus umbellata var. injuncunda,82.4,42.4
prunus umbellata var. umbellata,84.8,44.8
prunus virginiana,80,60
prunus virginiana var. demissa,80,60
prunus virginiana var. melanocarpa,80,60
prunus virginiana var. virginiana,80,60
prunus ×yedoensis,80,60
psacalium,73.4,33.4
psacalium decompositum,73.4,33.4
psathyrostachys,80,60
psathyrostachys juncea,80,60
psathyrotes,68.6,28.6
psathyrotes annua,68.6,28.6
psathyrotes pilifera,68.6,28.6
psathyrotes ramosissima,68.6,28.6
psathyrotopsis,84.8,44.8
psathyrotopsis scaposa,84.8,44.8
pseudabutilon,80,60
pseudabutilon stuckertii,67.9,27.9
pseudabutilon umbellatum,80,60
pseudanamomis,80,60
pseudanamomis umbellulifera,80,60
pseudelephantopus,80,60
pseudelephantopus spicatus,80,60
pseudelephantopus spirilis,80,60
×pseudelymus,62,22
×pseudelymus saxicola,62,22
pseuderanthemum,80,60
pseuderanthemum carruthersii,80,60
pseuderanthemum variabile,80,60
pseudobahia,79.4,39.4
pseudobahia bahiifolia,79.4,39.4
pseudobahia heermannii,79.4,39.4
pseudobahia peirsonii,79.4,39.4
pseudoclappia,84.8,44.8
pseudoclappia arenaria,84.8,44.8
pseudoclappia watsonii,84.8,44.8
pseudocydonia,79.4,39.4
pseudocydonia sinensis,79.4,39.4
pseudocymopterus,62,22
pseudocymopterus longiradiatus,84.8,44.8
pseudocymopterus montanus,62,22
pseudofumaria,68.3,28.3
pseudofumaria lutea,68.3,28.3
pseudognaphalium,80,60
pseudognaphalium arizonicum,84.8,44.8
pseudognaphalium attenuatum,90,50
pseudognaphalium austrotexanum,84.8,44.8
pseudognaphalium biolettii,79.4,39.4
pseudognaphalium californicum,68.3,28.3
pseudognaphalium canescens,80,60
pseudognaphalium canescens ssp. beneolens,68.4,28.4
pseudognaphalium canescens ssp. canescens,68.6,28.6
pseudognaphalium canescens ssp. microcephalum,79.4,39.4
pseudognaphalium canescens ssp. thermale,80,60
pseudognaphalium domingense,80,60
pseudognaphalium elegans,79.4,39.4
pseudognaphalium helleri,63.1,23.1
pseudognaphalium helleri ssp. helleri,75.1,35.1
pseudognaphalium helleri ssp. micradenium,63.1,23.1
pseudognaphalium jaliscense,84.8,44.8
pseudognaphalium leucocephalum,73.4,33.4
pseudognaphalium luteoalbum,68.3,28.3
pseudognaphalium macounii,80,60
pseudognaphalium obtusifolium,80,60
pseudognaphalium obtusifolium ssp. obtusifolium,80,60
pseudognaphalium obtusifolium ssp. praecox,75.1,35.1
pseudognaphalium obtusifolium ssp. saxicola,63.1,23.1
pseudognaphalium pringlei,84.8,44.8
pseudognaphalium ramosissimum,79.4,39.4
pseudognaphalium roseum,79.4,39.4
pseudognaphalium sandwicensium,90,50
pseudognaphalium sandwicensium var. hawaiiense,90,50
pseudognaphalium sandwicensium var. kilaueanum,90,50
pseudognaphalium sandwicensium var. molokaiense,90,50
pseudognaphalium sandwicensium var. sandwicensium,90,50
pseudognaphalium stramineum,80,60
pseudognaphalium viscosum,84.8,44.8
pseudogynoxys,80,60
pseudogynoxys chenopodioides,80,60
pseudolmedia,80,60
pseudolmedia spuria,80,60
pseudolysimachion,80,60
pseudolysimachion longifolium,80,60
pseudolysimachion spurium,62.9,22.9
pseudophegopteris,90,50
pseudophegopteris keraudreniana,90,50
pseudophoenix,80,60
pseudophoenix sargentii,80,60
pseudophoenix sargentii ssp. saonae,80,60
pseudophoenix sargentii ssp. sargentii,90.7,50.7
pseudorchis,80,60
pseudorchis straminea,80,60
pseudoroegneria,80,60
pseudoroegneria spicata,80,60
pseudoroegneria spicata ssp. inermis,80,60
pseudoroegneria spicata ssp. spicata,80,60
pseudorontium,79.4,39.4
pseudorontium cyathiferum,79.4,39.4
pseudosasa,75.1,35.1
pseudosasa japonica,75.1,35.1
pseudostellaria,62,22
pseudostellaria jamesiana,62,22
pseudotsuga,80,60
pseudotsuga macrocarpa,79.4,39.4
pseudotsuga menziesii,80,60
pseudotsuga menziesii var. glauca,80,60
pseudotsuga menziesii var. menziesii,80,60
psidium,80,60
psidium amplexicaule,80,60
psidium calyptranthoides,80,60
psidium cattleianum,80,60
psidium guajava,80,60
psidium longipes,80,60
psidium longipes var. longipes,90.7,50.7
psidium longipes var. orbiculare,80,60
psidium sintenisii,80,60
psiguria,80,60
psiguria ottoniana,80,60
psiguria pedata,80,60
psiguria trilobata,80,60
psilactis,84.8,44.8
psilactis asteroides,84.8,44.8
psilactis brevilingulata,84.8,44.8
psilactis gentryi,80.3,40.3
psilactis heterocarpa,84.8,44.8
psilactis tenuis,84.8,44.8
psilocarphus,80,60
psilocarphus brevissimus,80,60
psilocarphus brevissimus var. brevissimus,80,60
psilocarphus brevissimus var. multiflorus,79.4,39.4
psilocarphus elatior,80,60
psilocarphus oregonus,68.3,28.3
psilocarphus tenellus,80,60
psilocarphus tenellus var. globiferus,79.4,39.4
psilocarphus tenellus var. tenellus,80,60
psilochilus,80,60
psilochilus macrophyllus,80,60
psilostrophe,68.6,28.6
psilostrophe bakeri,64.4,24.4
psilostrophe cooperi,68.6,28.6
psilostrophe gnaphalioides,84.8,44.8
psilostrophe sparsiflora,68.6,28.6
psilostrophe tagetina,68.6,28.6
psilostrophe tagetina var. cerifera,84.8,44.8
psilostrophe tagetina var. tagetina,68.6,28.6
psilotum,80,60
psilotum complanatum,90,50
psilotum ×intermedium,90,50
psilotum nudum,80,60
psoralidium,80,60
psoralidium junceum,68.6,28.6
psoralidium lanceolatum,80,60
psoralidium tenuiflorum,62,22
psorothamnus,68.6,28.6
psorothamnus arborescens,68.6,28.6
psorothamnus arborescens var. arborescens,79.4,39.4
psorothamnus arborescens var. minutifolius,69.9,29.9
psorothamnus arborescens var. pubescens,68.6,28.6
psorothamnus arborescens var. simplifolius,79.4,39.4
psorothamnus emoryi,79.4,39.4
psorothamnus fremontii,68.6,28.6
psorothamnus fremontii var. attenuatus,69.9,29.9
psorothamnus fremontii var. fremontii,68.6,28.6
psorothamnus kingii,69.9,29.9
psorothamnus polydenius,68.6,28.6
psorothamnus polydenius var. jonesii,68.6,28.6
psorothamnus polydenius var. polydenius,68.6,28.6
psorothamnus schottii,79.4,39.4
psorothamnus scoparius,84.8,44.8
psorothamnus spinosus,69.9,29.9
psorothamnus thompsoniae,68.6,28.6
psorothamnus thompsoniae var. thompsoniae,68.6,28.6
psorothamnus thompsoniae var. whitingii,68.6,28.6
psychilis,80,60
psychilis kraenzlinii,80,60
psychilis krugii,80,60
psychilis macconnelliae,80,60
psychilis monensis,80,60
psychilis ×raganii,80,60
psychotria,80,60
psychotria berteriana,80,60
psychotria brachiata,80,60
psychotria brownei,80,60
psychotria deflexa,80,60
psychotria domingensis,80,60
psychotria fauriei,90,50
psychotria grandiflora,90,50
psychotria grandis,80,60
psychotria greenwelliae,90,50
psychotria guadalupensis,80,60
psychotria guadalupensis ssp. grosourdyana,80,60
psychotria guadalupensis ssp. guadalupensis,80,60
psychotria hathewayi,90,50
psychotria hathewayi var. brevipetiolata,90,50
psychotria hathewayi var. hathewayi,90,50
psychotria hawaiiensis,90,50
psychotria hawaiiensis var. hawaiiensis,90,50
psychotria hawaiiensis var. hillebrandii,90,50
psychotria hawaiiensis var. scoriacea,90,50
psychotria hexandra,90,50
psychotria hexandra ssp. hexandra,90,50
psychotria hexandra ssp. hexandra var. hexandra,90,50
psychotria hexandra ssp. hexandra var. hirta,90,50
psychotria hexandra ssp. hexandra var. kealiae,90,50
psychotria hexandra ssp. oahuensis,90,50
psychotria hexandra ssp. oahuensis var. hosakana,90,50
psychotria hexandra ssp. oahuensis var. oahuensis,90,50
psychotria hexandra ssp. oahuensis var. rockii,90,50
psychotria hobdyi,90,50
psychotria hoffmannseggiana,80,60
psychotria hoffmannseggiana var. tribracteata,80,60
psychotria kaduana,90,50
psychotria ligustrifolia,80,60
psychotria maleolens,80,60
psychotria maricaensis,80,60
psychotria mariniana,90,50
psychotria mauiensis,90,50
psychotria microdon,80,60
psychotria nervosa,80,60
psychotria nutans,80,60
psychotria pubescens,80,60
psychotria punctata,90.7,50.7
psychotria revoluta,80,60
psychotria tenuifolia,80,60
psychotria uliginosa,80,60
psychotria wawrae,90,50
psydrax,90,50
psydrax odorata,90,50
ptelea,80,60
ptelea crenulata,79.4,39.4
ptelea trifoliata,80,60
ptelea trifoliata ssp. angustifolia,84.8,44.8
ptelea trifoliata ssp. angustifolia var. angustifolia,84.8,44.8
ptelea trifoliata ssp. angustifolia var. persicifolia,84.8,44.8
ptelea trifoliata ssp. pallida,68.6,28.6
ptelea trifoliata ssp. pallida var. cognata,73.4,33.4
ptelea trifoliata ssp. pallida var. confinis,84.8,44.8
ptelea trifoliata ssp. pallida var. lutescens,68.6,28.6
ptelea trifoliata ssp. pallida var. pallida,68.6,28.6
ptelea trifoliata ssp. polyadenia,84.8,44.8
ptelea trifoliata ssp. trifoliata,80,60
ptelea trifoliata ssp. trifoliata var. mollis,71.8,31.8
ptelea trifoliata ssp. trifoliata var. trifoliata,80,60
pteralyxia,90,50
pteralyxia kauaiensis,90,50
pteralyxia macrocarpa,90,50
pteridium,80,60
pteridium aquilinum,80,60
pteridium aquilinum var. decompositum,90,50
pteridium aquilinum var. latiusculum,80,60
pteridium aquilinum var. pseudocaudatum,71.8,31.8
pteridium aquilinum var. pubescens,80,60
pteridium arachnoideum,80,60
pteridium caudatum,80,60
pteris,80,60
pteris altissima,80,60
pteris arborea,80,60
pteris bahamensis,90.7,50.7
pteris biaurita,80,60
pteris cretica,74.2,34.2
pteris cretica var. albolineata,90.7,50.7
pteris cretica var. cretica,74.2,34.2
pteris deflexa,80,60
pteris ×delchampsii,90.7,50.7
pteris denticulata,80,60
pteris ensiformis,80,60
pteris excelsa,90,50
pteris grandifolia,80,60
pteris ×hillebrandii,90,50
pteris irregularis,90,50
pteris longifolia,80,60
pteris lydgatei,90,50
pteris multifida,75.1,35.1
pteris mutilata,80,60
pteris plumula,80,60
pteris pungens,80,60
pteris tremula,79.4,39.4
pteris tripartita,80,60
pteris vittata,80,60
pterocarpus,80,60
pterocarpus indicus,80,60
pterocarpus macrocarpus,80,60
pterocarpus officinalis,80,60
pterocarya,86.4,46.4
pterocarya stenoptera,86.4,46.4
pterocaulon,80,60
pterocaulon alopecuroidies,80,60
pterocaulon pycnostachyum,82.4,42.4
pterocaulon virgatum,80,60
pteroglossaspis,82.4,42.4
pteroglossaspis ecristata,82.4,42.4
pterolepis,80,60
pterolepis glomerata,80,60
pterospora,80,60
pterospora andromedea,80,60
pterostegia,68.6,28.6
pterostegia drymarioides,68.6,28.6
pteryxia,80,60
pteryxia davidsonii,73.4,33.4
pteryxia hendersonii,62,22
pteryxia petraea,68.6,28.6
pteryxia terebinthina,80,60
pteryxia terebinthina var. albiflora,62,22
pteryxia terebinthina var. californica,69.9,29.9
pteryxia terebinthina var. foeniculacea,68.3,28.3
pteryxia terebinthina var. terebinthina,68.3,28.3
ptilagrostis,65.1,25.1
ptilagrostis kingii,79.4,39.4
ptilagrostis porteri,65.1,25.1
ptilimnium,80,60
ptilimnium capillaceum,80,60
ptilimnium costatum,84.8,44.8
ptilimnium macrospermum,82.4,42.4
ptilimnium nodosum,71.8,31.8
ptilimnium nuttallii,84.8,44.8
ptychosperma,90.7,50.7
ptychosperma elegans,90.7,50.7
ptychosperma macarthuri,90.7,50.7
puccinellia,80,60
puccinellia agrostidea,46.6,6.6
puccinellia americana,70.1,30.1
puccinellia andersonii,80,60
puccinellia angustata,80,60
puccinellia arctica,80,60
puccinellia bruggemannii,80,60
puccinellia deschampsioides,46.6,6.6
puccinellia distans,80,60
puccinellia distans ssp. borealis,63.1,23.1
puccinellia distans ssp. distans,80,60
puccinellia distans ssp. hauptiana,46.6,6.6
puccinellia fasciculata,80,60
puccinellia groenlandica,80,60
puccinellia howellii,79.4,39.4
puccinellia hultenii,46.6,6.6
puccinellia interior,46.6,6.6
puccinellia kamtschatica,46.6,6.6
puccinellia laurentiana,63.8,23.8
puccinellia lemmonii,62,22
puccinellia lucida,68.3,28.3
puccinellia maritima,80,60
puccinellia nutkaensis,80,60
puccinellia nuttalliana,80,60
puccinellia parishii,73.4,33.4
puccinellia phryganodes,80,60
puccinellia phryganodes ssp. geniculata,46.6,6.6
puccinellia phryganodes ssp. phryganodes,80,60
puccinellia pumila,80,60
puccinellia rupestris,68.3,28.3
puccinellia simplex,68.6,28.6
puccinellia sublaevis,46.6,6.6
puccinellia tenella,80,60
puccinellia tenella ssp. alaskana,46.6,6.6
puccinellia tenella ssp. langeana,80,60
puccinellia tenella ssp. tenella,46.6,6.6
puccinellia vaginata,80,60
puccinellia vahliana,80,60
puccinellia wrightii,46.6,6.6
×pucciphippsia,80,60
×pucciphippsia vacillans,80,60
pueraria,80,60
pueraria montana,71.8,31.8
pueraria montana var. lobata,71.8,31.8
pueraria phaseoloides,80,60
pulicaria,74.2,34.2
pulicaria arabica,90.7,50.7
pulicaria dysenterica,74.2,34.2
pulicaria paludosa,79.4,39.4
pulmonaria,80,60
pulmonaria officinalis,80,60
pulmonaria saccharata,80,60
pulsatilla,80,60
pulsatilla occidentalis,80,60
pulsatilla patens,80,60
pulsatilla patens ssp. multifida,80,60
pulsatilla patens ssp. patens,46.6,6.6
punica,80,60
punica granatum,80,60
purshia,80,60
purshia ericifolia,84.8,44.8
purshia glandulosa,68.6,28.6
purshia mexicana,80.3,40.3
purshia pinkavae,80.3,40.3
purshia stansburiana,68.6,28.6
purshia ×subintegra,80.3,40.3
purshia tridentata,80,60
pycnanthemum,80,60
pycnanthemum albescens,84.8,44.8
pycnanthemum beadlei,75.1,35.1
pycnanthemum californicum,79.4,39.4
pycnanthemum clinopodioides,71.8,31.8
pycnanthemum curvipes,77.6,37.6
pycnanthemum flexuosum,75.1,35.1
pycnanthemum floridanum,83.5,43.5
pycnanthemum incanum,80,60
pycnanthemum incanum var. incanum,80,60
pycnanthemum incanum var. puberulum,71.8,31.8
pycnanthemum loomisii,71.8,31.8
pycnanthemum monotrichum,75.1,35.1
pycnanthemum montanum,71.8,31.8
pycnanthemum muticum,71.8,31.8
pycnanthemum nudum,82.4,42.4
pycnanthemum pycnanthemoides,71.8,31.8
pycnanthemum pycnanthemoides var. pycnanthemoides,71.8,31.8
pycnanthemum pycnanthemoides var. viridifolium,71.8,31.8
pycnanthemum setosum,75.1,35.1
pycnanthemum tenuifolium,80,60
pycnanthemum torrei,71.8,31.8
pycnanthemum verticillatum,80,60
pycnanthemum verticillatum var. pilosum,80,60
pycnanthemum verticillatum var. verticillatum,80,60
pycnanthemum virginianum,80,60
pyracantha,80,60
pyracantha angustifolia,79.4,39.4
pyracantha coccinea,80,60
pyracantha crenulata,79.4,39.4
pyracantha fortuneana,90,50
pyracantha koidzumii,82.4,42.4
pyrola,80,60
pyrola americana,80,60
pyrola asarifolia,80,60
pyrola asarifolia ssp. asarifolia,80,60
pyrola asarifolia ssp. bracteata,80,60
pyrola chlorantha,80,60
pyrola elliptica,80,60
pyrola grandiflora,80,60
pyrola minor,80,60
pyrola picta,80,60
pyrostegia,80,60
pyrostegia venusta,80,60
pyrrhopappus,71.8,31.8
pyrrhopappus carolinianus,71.8,31.8
pyrrhopappus grandiflorus,84.8,44.8
pyrrhopappus pauciflorus,84.8,44.8
pyrrocoma,80,60
pyrrocoma apargioides,68.6,28.6
pyrrocoma carthamoides,80,60
pyrrocoma carthamoides var. carthamoides,80,60
pyrrocoma carthamoides var. cusickii,68.3,28.3
pyrrocoma carthamoides var. subsquarrosa,62,22
pyrrocoma clementis,62,22
pyrrocoma clementis var. clementis,62,22
pyrrocoma clementis var. villosa,62,22
pyrrocoma crocea,62,22
pyrrocoma crocea var. crocea,62,22
pyrrocoma crocea var. genuflexa,80.3,40.3
pyrrocoma hirta,68.3,28.3
pyrrocoma hirta var. hirta,68.4,28.4
pyrrocoma hirta var. lanulosa,68.6,28.6
pyrrocoma hirta var. sonchifolia,68.3,28.3
pyrrocoma insecticruris,64.4,24.4
pyrrocoma integrifolia,62,22
pyrrocoma lanceolata,80,60
pyrrocoma lanceolata var. lanceolata,80,60
pyrrocoma lanceolata var. subviscosa,68.4,28.4
pyrrocoma liatriformis,68.3,28.3
pyrrocoma linearis,68.4,28.4
pyrrocoma lucida,79.4,39.4
pyrrocoma racemosa,68.6,28.6
pyrrocoma racemosa var. congesta,68.4,28.4
pyrrocoma racemosa var. paniculata,68.6,28.6
pyrrocoma racemosa var. pinetorum,79.4,39.4
pyrrocoma racemosa var. racemosa,68.4,28.4
pyrrocoma racemosa var. sessiliflora,68.6,28.6
pyrrocoma radiata,68.4,28.4
pyrrocoma uniflora,80,60
pyrrocoma uniflora var. gossypina,79.4,39.4
pyrrocoma uniflora var. uniflora,80,60
pyrularia,71.8,31.8
pyrularia pubera,71.8,31.8
pyrus,80,60
pyrus calleryana,71.8,31.8
pyrus communis,80,60
pyrus pyrifolia,71.8,31.8
pyxidanthera,75.1,35.1
pyxidanthera barbulata,75.1,35.1
pyxidanthera brevifolia,82.4,42.4
quararibea,80,60
quararibea turbinata,80,60
quassia,80,60
quassia amara,80,60
quercus,80,60
quercus acerifolia,80.4,40.4
quercus ×acutidens,79.4,39.4
quercus acutissima,75.1,35.1
quercus agrifolia,79.4,39.4
quercus agrifolia var. agrifolia,79.4,39.4
quercus agrifolia var. oxyadenia,79.4,39.4
quercus ajoensis,73.4,33.4
quercus alba,80,60
quercus ×alvordiana,79.4,39.4
quercus arizonica,84.8,44.8
quercus arkansana,84.8,44.8
quercus ×ashei,82.4,42.4
quercus ×atlantica,82.4,42.4
quercus austrina,82.4,42.4
quercus ×beadlei,75.1,35.1
quercus ×beaumontiana,84.8,44.8
quercus ×bebbiana,80,60
quercus ×beckyae,64.4,24.4
quercus ×benderi,68.8,28.8
quercus berberidifolia,79.4,39.4
quercus ×bernardiensis,82.4,42.4
quercus bicolor,80,60
quercus ×bimundorum,68.8,28.8
quercus ×blufftonensis,82.4,42.4
quercus boyntonii,82.8,42.8
quercus ×brittonii,68.8,28.8
quercus buckleyi,84.8,44.8
quercus ×burnetensis,84.8,44.8
quercus ×bushii,75.1,35.1
quercus ×byarsii,77.6,37.6
quercus ×caduca,75.1,35.1
quercus ×caesariensis,72.7,32.7
quercus ×capesii,84.8,44.8
quercus carmenensis,84.8,44.8
quercus cedrosensis,79.4,39.4
quercus cerris,67.9,27.9
quercus chapmanii,82.4,42.4
quercus chihuahuensis,84.8,44.8
quercus chrysolepis,68.4,28.4
quercus chrysolepis var. chrysolepis,68.4,28.4
quercus chrysolepis var. nana,79.4,39.4
quercus coccinea,63.1,23.1
quercus coccinea var. coccinea,63.1,23.1
quercus coccinea var. tuberculata,77.6,37.6
quercus ×cocksii,86.4,46.4
quercus ×columnaris,71.8,31.8
quercus ×comptoniae,75.1,35.1
quercus cornelius-mulleri,79.4,39.4
quercus ×cravenensis,75.1,35.1
quercus ×deamii,80,60
quercus ×demareei,79,39
quercus depressipes,84.8,44.8
quercus ×discreta,74.6,34.6
quercus ×diversiloba,84.8,44.8
quercus douglasii,79.4,39.4
quercus dumosa,79.4,39.4
quercus dumosa var. dumosa,79.4,39.4
quercus dumosa var. elegantula,79.4,39.4
quercus durata,79.4,39.4
quercus durata var. durata,79.4,39.4
quercus durata var. gabrielensis,79.4,39.4
quercus ×egglestonii,74.6,34.6
quercus ellipsoidalis,80,60
quercus emoryi,84.8,44.8
quercus engelmannii,79.4,39.4
quercus ×eplingii,79.4,39.4
quercus ×exacta,68.8,28.8
quercus falcata,71.8,31.8
quercus ×faxonii,65.4,25.4
quercus ×fernaldii,75.1,35.1
quercus ×fernowii,75.1,35.1
quercus ×filialis,72.7,32.7
quercus ×fontana,70.7,30.7
quercus fusiformis,84.8,44.8
quercus gambelii,62,22
quercus gambelii var. bonina,68.6,28.6
quercus gambelii var. gambelii,62,22
quercus ×ganderi,79.4,39.4
quercus ×garlandensis,75.1,35.1
quercus garryana,80,60
quercus garryana var. fruticosa,68.4,28.4
quercus garryana var. garryana,80,60
quercus garryana var. semota,68.4,28.4
quercus geminata,82.4,42.4
quercus georgiana,82.4,42.4
quercus ×giffordii,72.7,32.7
quercus graciliformis,84.8,44.8
quercus ×grandidentata,79.4,39.4
quercus gravesii,84.8,44.8
quercus grisea,84.8,44.8
quercus ×guadalupensis,84.8,44.8
quercus ×harbisonii,84.8,44.8
quercus ×hastingsii,84.8,44.8
quercus havardii,68.6,28.6
quercus havardii var. havardii,84.8,44.8
quercus havardii var. tuckeri,68.6,28.6
quercus ×hawkinsiae,80,60
quercus hemisphaerica,75.1,35.1
quercus hemisphaerica var. hemisphaerica,75.1,35.1
quercus hemisphaerica var. maritima,82.4,42.4
quercus ×heterophylla,75.1,35.1
quercus hinckleyi,84.8,44.8
quercus ×howellii,79.4,39.4
quercus ×humidicola,74.6,34.6
quercus hypoleucoides,84.8,44.8
quercus ilex,79.4,39.4
quercus ilicifolia,80,60
quercus imbricaria,71.8,31.8
quercus incana,75.1,35.1
quercus ×incomita,79,39
quercus ×inconstans,84.8,44.8
quercus inopina,90.7,50.7
quercus intricata,84.8,44.8
quercus ×introgressa,74.6,34.6
quercus ×jackiana,80,60
quercus john-tuckeri,79.4,39.4
quercus ×jolonensis,79.4,39.4
quercus ×joorii,84.8,44.8
quercus kelloggii,68.4,28.4
quercus laceyi,84.8,44.8
quercus laevis,75.1,35.1
quercus laurifolia,75.1,35.1
quercus ×leana,71.8,31.8
quercus lobata,79.4,39.4
quercus ×ludoviciana,75.1,35.1
quercus lyrata,75.1,35.1
quercus ×macdonaldii,79.4,39.4
quercus ×macnabiana,84.8,44.8
quercus macrocarpa,80,60
quercus macrocarpa var. depressa,80,60
quercus macrocarpa var. macrocarpa,80,60
quercus margarettae,75.1,35.1
quercus marilandica,71.8,31.8
quercus marilandica var. ashei,84.8,44.8
quercus marilandica var. marilandica,71.8,31.8
quercus ×megaleia,74.6,34.6
quercus ×mellichampii,82.4,42.4
quercus michauxii,75.1,35.1
quercus minima,84.8,44.8
quercus mohriana,84.8,44.8
quercus ×moreha,68.4,28.4
quercus ×moultonensis,75.1,35.1
quercus muehlenbergii,80,60
quercus ×munzii,79.4,39.4
quercus ×mutabilis,70.7,30.7
quercus myrtifolia,82.4,42.4
quercus ×neopalmeri,86.4,46.4
quercus ×neotharpii,84.8,44.8
quercus ×nessiana,84.8,44.8
quercus nigra,75.1,35.1
quercus oblongifolia,84.8,44.8
quercus oglethorpensis,82.4,42.4
quercus ×organensis,80.3,40.3
quercus ×oviedoensis,90.7,50.7
quercus pacifica,79.4,39.4
quercus pagoda,75.1,35.1
quercus ×palaeolithicola,80,60
quercus palmeri,73.4,33.4
quercus ×palmeriana,79,39
quercus palustris,80,60
quercus parvula,79.4,39.4
quercus parvula var. parvula,79.4,39.4
quercus parvula var. shrevei,79.4,39.4
quercus parvula var. tamalpaisensis,79.4,39.4
quercus ×pauciloba,68.6,28.6
quercus phellos,75.1,35.1
quercus ×podophylla,79,39
quercus polymorpha,84.8,44.8
quercus prinoides,80,60
quercus prinus,71.8,31.8
quercus ×pseudomargaretta,84.8,44.8
quercus pumila,82.4,42.4
quercus pungens,84.8,44.8
quercus ×rehderi,70.1,30.1
quercus ×riparia,74.6,34.6
quercus ×robbinsii,70.1,30.1
quercus robur,80,60
quercus robusta,84.8,44.8
quercus ×rolfsii,90.7,50.7
quercus rubra,80,60
quercus rubra var. ambigua,80,60
quercus rubra var. rubra,80,60
quercus ×rudkinii,75.1,35.1
quercus rugosa,84.8,44.8
quercus ×runcinata,68.8,28.8
quercus sadleriana,68.4,28.4
quercus ×sargentii,67.9,27.9
quercus ×saulii,75.1,35.1
quercus ×schochiana,75.6,35.6
quercus ×schuettei,80,60
quercus shumardii,80,60
quercus shumardii var. schneckii,80,60
quercus shumardii var. shumardii,80,60
quercus shumardii var. stenocarpa,71.8,31.8
quercus similis,84.8,44.8
quercus sinuata,84.8,44.8
quercus sinuata var. breviloba,84.8,44.8
quercus sinuata var. sinuata,84.8,44.8
quercus ×smallii,83.5,43.5
quercus stellata,71.8,31.8
quercus ×stelloides,70.1,30.1
quercus ×sterilis,75.1,35.1
quercus ×sterretii,74.6,34.6
quercus ×subconvexa,79.4,39.4
quercus suber,86.4,46.4
quercus ×subfalcata,84.8,44.8
quercus ×subintegra,75.1,35.1
quercus ×substellata,72.7,32.7
quercus tardifolia,84.8,44.8
quercus texana,84.8,44.8
quercus ×tharpii,84.8,44.8
quercus tomentella,79.4,39.4
quercus ×tottenii,79,39
quercus toumeyi,84.8,44.8
quercus ×townei,79.4,39.4
quercus ×tridentata,68.8,28.8
quercus turbinella,68.6,28.6
quercus vacciniifolia,68.4,28.4
quercus ×vaga,74.6,34.6
quercus vaseyana,84.8,44.8
quercus velutina,80,60
quercus ×venulosa,90.7,50.7
quercus viminea,80.3,40.3
quercus virginiana,75.1,35.1
quercus ×wagneri,64.4,24.4
quercus ×walteriana,82.4,42.4
quercus ×willdenowiana,79,39
quercus wislizeni,79.4,39.4
quercus wislizeni var. frutescens,79.4,39.4
quercus wislizeni var. wislizeni,79.4,39.4
quincula,68.6,28.6
quincula lobata,68.6,28.6
quisqualis,80,60
quisqualis indica,80,60
radiola,80,60
radiola linoides,80,60
rafinesquia,68.6,28.6
rafinesquia californica,68.6,28.6
rafinesquia neomexicana,68.6,28.6
raillardella,68.4,28.4
raillardella argentea,68.4,28.4
raillardella pringlei,79.4,39.4
raillardella scaposa,68.4,28.4
rainiera,68.3,28.3
rainiera stricta,68.3,28.3
rajania,80,60
rajania cordata,80,60
randia,80,60
randia aculeata,80,60
randia formosa,80,60
randia parvifolia,80,60
randia portoricensis,80,60
randia rhagocarpa,84.8,44.8
ranunculus,80,60
ranunculus abortivus,80,60
ranunculus acriformis,62,22
ranunculus acriformis var. acriformis,62,22
ranunculus acriformis var. montanensis,62,22
ranunculus acris,80,60
ranunculus acris var. acris,80,60
ranunculus acris var. frigidus,46.6,6.6
ranunculus adoneus,62,22
ranunculus adoneus var. adoneus,62,22
ranunculus adoneus var. alpinus,62,22
ranunculus aestivalis,68.6,28.6
ranunculus alismifolius,80,60
ranunculus alismifolius var. alismellus,68.3,28.3
ranunculus alismifolius var. alismifolius,80,60
ranunculus alismifolius var. davisii,62,22
ranunculus alismifolius var. montanus,62,22
ranunculus allegheniensis,71.8,31.8
